Date,Time,Carr,Tracking No.,Firm Name,Item,CD/Other,Type,To
09/30/2013,09/30/2013 02:29:21 PM,UPS,1z08913v0199020896,NEO METRICS,K000000/0000,1,K,5
09/30/2013,09/30/2013 02:29:48 PM,UPS,1zw264576695019369,MED EL,K130175/0000,1,K,6
09/30/2013,09/30/2013 02:33:08 PM,Other,N/A,A O S,K000000/0000,1,K,7
09/30/2013,09/30/2013 02:33:50 PM,UPS,1z54xw560149332646,SHANGDONGBINVIANGMED,K131832/0000,1,K,8
09/30/2013,09/30/2013 02:34:16 PM,UPS,1z3w574v0146974416,DIAZYME,K000000/0000,1,K,9
09/30/2013,09/30/2013 02:34:46 PM,UPS,1z0306290246316672,AMPLISOUND,K132965/0000,1,K,10
09/30/2013,09/30/2013 02:35:22 PM,UPS,1z54xw561350178039,SHANDONGHAOYU MED,K132221/0000,1,K,11
09/30/2013,09/30/2013 02:35:58 PM,UPS,1z21e7x70490363824,BIOKIT,K123947/0000,1,K,12
09/30/2013,09/30/2013 02:36:33 PM,UPS,1z3532x21361270813,INTERNATIONAL BIOMED,K132392/0000,1,K,13
09/30/2013,09/30/2013 02:37:00 PM,UPS,1zy5706a0450459841,JUSHA,K131389/0000,1,K,14
09/30/2013,09/30/2013 02:37:33 PM,UPS,h9477223290,DA YU ENTERPRISE,K000000/0000,1,K,15
09/30/2013,09/30/2013 02:38:04 PM,FedEx,1001897584080002099300796787325580,ABBYIE,K000000/0000,1,K,16
09/30/2013,09/30/2013 02:38:27 PM,FedEx,1001891784080002099300457881973451,SIEMENS,K000000/0000,1,K,17
09/30/2013,09/30/2013 02:38:53 PM,FedEx,1004164184190002099300800735078860,CODENT,K000000/0000,1,K,18
09/30/2013,09/30/2013 02:39:18 PM,DHL,2lus20993+42000000,DELBIO INC,K000000/0000,1,K,19
09/30/2013,09/30/2013 02:39:54 PM,FedEx,1001897584080002099300796792238656,OSTEOSYMBIONICS,K072601/0000,1,K,20
09/30/2013,09/30/2013 02:40:33 PM,FedEx,803718931289,GENERCIA MED INT,K000000/0000,1,K,21
09/30/2013,09/30/2013 02:41:04 PM,FedEx,1001912584080002099300537394737043,ZIMMER SPINE,K000000/0000,1,K,22
09/30/2013,09/30/2013 02:41:30 PM,FedEx,1001899984080002099300796785750730,MAQUET,K131778/0000,1,K,23
09/30/2013,09/30/2013 02:41:54 PM,FedEx,1001910584080002099300796791014326,DATASCOPE,K000000/0000,1,K,24
09/30/2013,09/30/2013 02:42:20 PM,FedEx,1001910584080002099300796792692735,TEARSCIENCE,K000000/0000,1,K,25
09/30/2013,09/30/2013 02:42:43 PM,FedEx,1001897584080002099300796786960401,ABBIVE,K000000/0000,1,K,26
09/30/2013,09/30/2013 02:43:36 PM,FedEx,9622001900000704031800576881141430,AMBU,K130845/0000,1,K,27
09/30/2013,09/30/2013 02:44:20 PM,FedEx,1001849984220002099300803448968637,BCI,K132607/0000,1,K,28
09/30/2013,09/30/2013 02:44:46 PM,FedEx,1001911984080002099300796793347855,JETTSTREAM,K130219/0000,1,K,29
09/30/2013,09/30/2013 02:45:09 PM,FedEx,1001913784080002099300796788870906,SIEMENS,K131275/0000,1,K,30
09/30/2013,09/30/2013 02:45:47 PM,FedEx,1001899984080002099300796785170805,MAQUET,K132743/0000,1,K,31
09/30/2013,09/30/2013 02:46:11 PM,FedEx,1001913784080002099300796778776381,ETHICON,K131435/0000,1,K,32
09/30/2013,09/30/2013 02:46:34 PM,FedEx,1001897584080002099300796791106397,COOK MEDICAL,K000000/0000,1,K,33
09/30/2013,09/30/2013 02:46:55 PM,FedEx,1001896384080002099300796792527039,BOSTON SCIENTIFIC,K000000/0000,1,K,34
09/30/2013,09/30/2013 02:47:23 PM,FedEx,1001899984080002099300796792882475,CONCENTRIC,K131492/0000,1,K,35
09/30/2013,09/30/2013 02:47:50 PM,FedEx,1001899984080002099300796790944165,SUNSTAR,K132325/0000,1,K,36
09/30/2013,09/30/2013 02:48:12 PM,FedEx,1001900284080002099300578767821629,SPEC,K132969/0000,1,K,37
09/30/2013,09/30/2013 02:48:32 PM,FedEx,1001899984080002099300993057320468,COVIDEN,K000000/0000,1,K,38
09/30/2013,09/30/2013 02:48:57 PM,FedEx,1001873384220002099300803736455259,R G I,K000000/0000,1,K,39
09/30/2013,09/30/2013 02:49:22 PM,FedEx,1001853584220002099300801558151906,ABBOTT,K133002/0000,1,K,40
09/30/2013,09/30/2013 02:49:53 PM,FedEx,1001913884080002099300796788347102,DC INTERNATIONAL INC,K131839/0000,1,K,41
09/30/2013,09/30/2013 02:50:22 PM,FedEx,1001896384080002099300796792917094,BOSTON SCIENTIFIC,K132810/0000,1,K,42
09/30/2013,09/30/2013 02:50:47 PM,FedEx,1004219484190002099300802869603336,LIGHT MED CORP,K000000/0000,0,K,43
09/30/2013,09/30/2013 02:51:15 PM,FedEx,1001913784080002099300796791699332,BRIGHTON DEVELOPMENT,K000000/0000,1,K,44
09/30/2013,09/30/2013 02:51:38 PM,FedEx,1001913784080002099300674439084080,ORTHO CLINICAL,K000000/0000,1,K,45
09/30/2013,09/30/2013 02:52:15 PM,FedEx,1004198084190002099300800238660919,GYNETECH,K132495/0000,0,K,46
09/30/2013,09/30/2013 02:52:42 PM,FedEx,1001897584080002099300796787969530,SIEMENS,K132119/0000,1,K,47
09/30/2013,09/30/2013 02:53:03 PM,FedEx,1001928983940002099300796776231530,BACKROADS,K000000/0000,1,K,48
09/30/2013,09/30/2013 02:53:36 PM,FedEx,1001912884080002099300510530902031,STANDARD TEXTILE,K132702/0000,1,K,49
09/30/2013,09/30/2013 02:54:08 PM,DHL,8933730853,YTY INDUSTRY,K000000/0000,1,K,50
09/30/2013,09/30/2013 02:54:35 PM,FedEx,1010023383890002099300796766697589,DUOJECT MED,K000000/0000,1,K,51
09/30/2013,09/30/2013 02:54:58 PM,FedEx,1001912583910002099300796782075507,SAM MED,K000000/0000,0,K,52
09/30/2013,09/30/2013 02:55:25 PM,FedEx,1001912584080002099300456242739314,ACUMED,K131636/0000,1,K,53
09/30/2013,09/30/2013 02:55:47 PM,FedEx,1001897584080002099300796793166708,COOK MEDICAL,K000000/0000,1,K,54
09/30/2013,09/30/2013 02:56:14 PM,FedEx,1001913784080002099300573770567590,COOK BIOTECH,K132888/0000,1,K,55
09/30/2013,09/30/2013 02:57:03 PM,FedEx,1001917384080002099300796793288863,COMPLIANCE ACTIVITY,K000000/0000,1,K,56
09/30/2013,09/30/2013 02:57:32 PM,FedEx,1001853584080002099300803006304540,LW WARD,K130471/0000,0,K,57
09/30/2013,09/30/2013 02:57:57 PM,FedEx,1001912584080002099300796791790290,X SPINE,K000000/0000,1,K,58
09/30/2013,09/30/2013 02:58:30 PM,FedEx,32099375130409647967880912252014,MEDISISS,K130364/00S1,1,K,59
09/30/2013,09/30/2013 02:58:52 PM,FedEx,1001900084080002099300796792335123,ALL MED,K000000/0000,0,K,60
09/30/2013,09/30/2013 02:59:31 PM,FedEx,1001897584080002099300796792797534,DALLEN MED,K132875/0000,1,K,61
09/30/2013,09/30/2013 03:00:06 PM,FedEx,1001867384220002099300802277281055,TOPERA MED,K130827/0000,0,K,62
09/30/2013,09/30/2013 03:00:30 PM,DHL,jjd000390000995341319,MAQUET,K132166/0000,1,K,63
09/30/2013,09/30/2013 03:00:53 PM,FedEx,32099375510000044618865803002018,ARTHREX,K130675/0000,1,K,64
09/30/2013,09/30/2013 03:01:18 PM,UPS,1z0ye3701396738868,3 DICS AMERICA,K000000/0000,1,K,65
09/30/2013,09/30/2013 03:01:41 PM,UPS,1z21f4271392293851,AURORA,K000000/0000,1,K,66
09/30/2013,09/30/2013 03:02:11 PM,UPS,1z1056800191529030,PENTAX,K131946/0000,1,K,67
09/30/2013,09/30/2013 03:02:32 PM,UPS,1z25r44v1391422745,VATECH,K000000/0000,1,K,68
09/30/2013,09/30/2013 03:02:58 PM,FedEx,1001912584080002099300796789851160,WOOD BURDITT,K000000/0000,1,K,69
09/30/2013,09/30/2013 03:03:27 PM,FedEx,1001897584080002099300796792742814,QUIDEL,K112177/0000,1,K,70
09/30/2013,09/30/2013 03:03:38 PM,FedEx,1001897584080002099300796792742814,QUIDEL,K131606/0000,1,K,71
09/30/2013,09/30/2013 03:04:02 PM,UPS,1z9657500191254391,BD,K974360/0000,1,K,72
09/30/2013,09/30/2013 03:04:13 PM,UPS,1z9657500191254391,BD,K980858/0000,1,K,73
09/30/2013,09/30/2013 03:04:38 PM,US Postal Service,ee693254908tw,KINGTECH,K000000/0000,1,K,74
09/30/2013,09/30/2013 03:05:05 PM,UPS,1z18667f0144449376,SPAULDING CLINICAL,K000000/0000,1,K,75
09/30/2013,09/30/2013 03:05:59 PM,FedEx,899732397920,DIGIO2 INT,K000000/0000,1,K,76
09/30/2013,09/30/2013 03:06:22 PM,US Postal Service,ee693254721tw,WITHINGS,K000000/0000,1,K,77
09/30/2013,09/30/2013 03:06:50 PM,UPS,1z5a16940449711154,ASCLEPION,K131757/0000,1,K,78
09/30/2013,09/30/2013 03:07:14 PM,US Postal Service,ee693254987tw,KINGTECH,K000000/0000,1,K,79
09/30/2013,09/30/2013 03:07:40 PM,US Postal Service,ee693254995tw,ZENSTRONGMEDTEC,K000000/0000,1,K,80
09/30/2013,09/30/2013 03:08:06 PM,UPS,1z60e2550196607254,GRAND CARE SYSTEM,K000000/0000,0,K,81
09/30/2013,09/30/2013 03:08:39 PM,DHL,jjd013061693460325179,FRIEND PLASTIC,K130891/0000,1,K,82
09/30/2013,09/30/2013 03:09:10 PM,DHL,jjd013061693460325179,JEWEL PLASTIC,K130809/0000,1,K,83
09/30/2013,09/30/2013 03:09:36 PM,DHL,jjd013061693460325179,BETTER PLASTIC,K131024/0000,1,K,84
09/30/2013,09/30/2013 03:10:04 PM,DHL,2lus209930002+48000001,BENTENG PLASTIC,K130733/0000,1,K,85
09/30/2013,09/30/2013 03:10:33 PM,DHL,2lus209930002+48000001,KAIXUAN PLASTIC,K130800/0000,1,K,86
09/30/2013,09/30/2013 03:10:58 PM,DHL,jjd013061693460325179,HOPE PLASTIC,K130807/0000,1,K,87
09/30/2013,09/30/2013 03:11:31 PM,DHL,3570471240,SHENZEN ELECTRONICS,K000000/0000,1,K,88
09/30/2013,09/30/2013 03:11:50 PM,DHL,2lus20993+48000001,TSEM,K000000/0000,1,K,89
09/30/2013,09/30/2013 03:12:15 PM,FedEx,1001892184080002099300564297868571,COVIDEN,K130357/0000,1,K,90
09/30/2013,09/30/2013 03:13:30 PM,DHL,2lus20993+48000001,TONGFANG,K000000/0000,1,K,91
09/30/2013,09/30/2013 03:13:52 PM,DHL,2lus20993+48000001,ANDON HEALTH,K000000/0000,1,K,92
09/30/2013,09/30/2013 03:14:18 PM,DHL,2lus20993+42000000,ADVANCED HEALTHCARE,K000000/0000,1,K,93
09/30/2013,09/30/2013 03:14:39 PM,DHL,2lus209930002+000001,DONGDIXIN,K1/0000,0,K,94
09/30/2013,09/30/2013 03:15:10 PM,DHL,2lus20993+42000000,EDAN INSTRUMENTS,K131819/0000,1,K,95
09/30/2013,09/30/2013 03:15:49 PM,DHL,2lus20993+48000001,DONAWA LIFESCIENCES,K132848/0000,1,K,96
09/30/2013,09/30/2013 03:16:14 PM,FedEx,1001897884080002099300796786667360,FACET TECH,K1/0000,0,K,97
09/30/2013,09/30/2013 03:16:34 PM,FedEx,1001897584220002099300796791554871,BACKROADS,K000000/0000,1,K,98
09/30/2013,09/30/2013 03:16:59 PM,FedEx,1001910584080002099300796790238620,GE HEALTHCARE,K000000/0000,1,K,99
09/30/2013,09/30/2013 03:17:30 PM,FedEx,1001910984080002099300796793524389,NOBLITT RUELAND,K130322/0000,1,K,100
09/30/2013,09/30/2013 03:17:51 PM,FedEx,1001897584080002099300796787195970,ABBIVE,K000000/0000,1,K,101
09/30/2013,09/30/2013 03:18:14 PM,FedEx,1001912584080002099300565982998889,MEDACTA,K132878/0000,1,K,102
09/30/2013,09/30/2013 03:18:36 PM,FedEx,1001891784080002099300796787761394,IRVING AND WESSEN,K000000/0000,1,K,103
09/30/2013,09/30/2013 03:19:03 PM,FedEx,1010023384190002099300796792250841,ALPHA BIOMEDICAL,K132827/0000,1,K,104
09/30/2013,09/30/2013 03:19:27 PM,UPS,1zw050800490513337,ARJOHUNT LEIGH,K000000/0000,1,K,105
09/30/2013,09/30/2013 03:19:52 PM,FedEx,1001891784080002099300422227863151,ABBOTT,K000000/0000,1,K,106
09/30/2013,09/30/2013 03:20:18 PM,FedEx,1002866884080002099300796792415628,NIDEK,K000000/0000,1,K,107
09/30/2013,09/30/2013 03:20:46 PM,Other,N/A,K,K000000/0000,1,K,108
09/30/2013,09/30/2013 03:38:42 PM,US Postal Service,420209039405510200883926421021,LOMA VISTA,K121083/0000,1,K,109
09/30/2013,09/30/2013 03:39:14 PM,US Postal Service,ps10001000006,OSTEO CERAMICS,K000000/0000,1,K,110
09/30/2013,09/30/2013 03:39:44 PM,US Postal Service,9114901159818209040273,BIO MED,K132543/0000,1,K,111
09/30/2013,09/30/2013 03:40:16 PM,US Postal Service,420209939505500036203266000224,SPINAL GUIDES LABS,K000000/0000,1,K,112
09/30/2013,09/30/2013 03:40:47 PM,US Postal Service,420209039405503699300068348297,BO MED INC,K132892/0000,1,K,113
09/30/2013,09/30/2013 03:41:38 PM,Other,N/A,QINGDAO BRIGHT MED,K000000/0000,1,K,114
09/30/2013,09/30/2013 03:42:32 PM,Other,N/A,QUALITY LIFE TECH,K000000/0000,1,K,115
09/30/2013,09/30/2013 03:43:03 PM,Other,N/A,FOSHAN NANHAI PLUS,K000000/0000,1,K,116
09/30/2013,09/30/2013 03:43:31 PM,Other,N/A,QUALITY LIFE TECH,K000000/0000,1,K,117
09/30/2013,09/30/2013 03:44:28 PM,Other,K,FOSHAN NANHAI PLUS,K000000/0000,1,K,118
09/30/2013,09/30/2013 03:45:39 PM,Other,N/A,FOSHAN NANHAI PLUS,K000000/0000,1,K,119
09/30/2013,09/30/2013 03:46:15 PM,Other,N/A,RIZHAO HUGE DENTAL,K000000/0000,1,K,120
09/30/2013,09/30/2013 03:46:42 PM,Other,N/A,BH MEDICAL,K000000/0000,1,K,121
09/30/2013,09/30/2013 03:47:09 PM,Other,N/A,QUALITY LIFE TECH,K000000/0000,1,K,122
09/30/2013,09/30/2013 03:47:41 PM,TNT Express,1100893573586010377221020993,TELEMED,K113184/0000,0,K,123
09/30/2013,09/30/2013 03:48:09 PM,TNT Express,1100661592042010377221020993,KINGSTON,K132771/0000,1,K,124
09/30/2013,09/30/2013 03:48:41 PM,US Postal Service,N/A,CFI MED SOLUTIONS,K132114/0000,0,K,125
09/30/2013,09/30/2013 03:49:18 PM,Other,N/A,GOODWIN AND PROCTOR,K091564/00A2,0,K,126
09/30/2013,09/30/2013 03:50:13 PM,Other,N/A,DALIAN SENYINT DENTAL,K000000/0000,1,K,127
09/30/2013,09/30/2013 04:37:06 PM,FedEx,1001891714080002099300571067444599,CONMED,K000000/0000,1,K,128
09/30/2013,09/30/2013 04:37:39 PM,Hogan Lovells,N/A,HOGAN LOVELLS,K1/0000,0,K,129
09/30/2013,09/30/2013 04:38:40 PM,FedEx,1004219414190002099300802874257827,APEX BIO,K120448/0000,1,K,130
09/30/2013,09/30/2013 04:39:35 PM,FedEx,1004219414190002099300802874257827,APEX BIO,K113208/0000,1,K,131
09/30/2013,09/30/2013 04:40:08 PM,Other,N/A,EPIX ORTHOPAEDIC,K000000/0000,1,K,132
09/30/2013,09/30/2013 03:21:49 PM,FedEx,1001891784080002099300550418826209,CRYOLIFE,G110072/0000,1,G,1
09/30/2013,09/30/2013 03:23:06 PM,FedEx,1001897584080002099300796792082830,MEDICIS,G110172/0000,1,G,2
09/30/2013,09/30/2013 03:23:51 PM,FedEx,MEDICIS,,G110118/0000,1,G,3
09/30/2013,09/30/2013 03:24:45 PM,FedEx,1001897684080002099300796787872913,INVIVOSCRIBE,Q120400/0000,1,G,4
09/30/2013,09/30/2013 03:25:45 PM,FedEx,1010023383890002099300796766710752,DUOJECT,MAF0000/0000,1,G,5
09/30/2013,09/30/2013 03:26:26 PM,FedEx,1001897584080002099300796792224330,BOSTON SCIENTIFIC,G130222/0000,1,G,6
09/30/2013,09/30/2013 03:26:55 PM,FedEx,1001897584080002099300572793215832,BARD,Q000000/0000,1,G,7
09/30/2013,09/30/2013 03:27:32 PM,FedEx,1001881984090002099300802277281114,TOPERA,Q131226/0000,1,G,8
09/30/2013,09/30/2013 03:28:33 PM,UPS,1z1x028e0195889618,ALCON,G130152/0000,1,G,9
09/30/2013,09/30/2013 03:29:26 PM,FedEx,1001897884080002099300796790301291,PARACHUTE,G060130/0000,1,G,10
09/30/2013,09/30/2013 03:30:44 PM,FedEx,1001919784080002099300796786856510,TORNIER,G100284/0000,1,G,11
09/30/2013,09/30/2013 03:31:26 PM,FedEx,1001891784080002099300796791319922,SYNCARDIA,G090221/0000,1,G,12
09/30/2013,09/30/2013 03:32:12 PM,FedEx,1001913784080002099300796787898784,ADHERUS,Q130903/0000,1,G,13
09/30/2013,09/30/2013 03:32:48 PM,FedEx,1001896384080002099300796790813266,ORBUS NEICH,Q130328/0000,1,G,14
09/30/2013,09/30/2013 03:33:22 PM,FedEx,1001883783940002099300802272884986,NANOSPECTRA,G120117/0000,0,G,15
09/30/2013,09/30/2013 03:33:56 PM,FedEx,1001897584080002099300558441352705,KNIGHT CANCER,G110198/0000,1,G,16
09/30/2013,09/30/2013 03:34:36 PM,FedEx,1001913784080002099300796787703185,HAEMONETICS,Q131231/0000,1,G,17
09/30/2013,09/30/2013 03:36:57 PM,UPS,1z1x028e0194544312,ALCON,G120208/0000,1,G,18
09/30/2013,09/30/2013 03:38:16 PM,FedEx,1001865584080002099300876937748778,REGULATORY INSIGHT,Q130816/0000,1,G,19
09/30/2013,09/30/2013 03:38:53 PM,FedEx,1001891784080002099300796788494020,CALHOUN VISION,G100240/0000,1,G,20
09/30/2013,09/30/2013 03:39:30 PM,FedEx,1001897584080002099300570643953751,LUOXIS,Q130837/0000,1,G,21
09/30/2013,09/30/2013 03:40:06 PM,FedEx,1001911984080002099300796793480467,ST.JUDE MED,G090154/0000,1,G,22
09/30/2013,09/30/2013 03:40:47 PM,FedEx,1001913784080002099300796785144360,ROCHE,Q130394/0000,1,G,23
09/30/2013,09/30/2013 03:41:22 PM,FedEx,1001897584080002099300796791309645,CAMERON HEALTH,Q000000/0000,1,G,24
09/30/2013,09/30/2013 03:41:57 PM,FedEx,1001913784080002099300796790027076,JH,G120188/0000,1,G,25
09/30/2013,09/30/2013 03:43:22 PM,FedEx,1001913784080002099300796787853447,JH,G120188/0000,1,G,26
09/30/2013,09/30/2013 03:44:08 PM,FedEx,1001913784080002099300796787933220,JH,G060057/0000,1,G,27
09/30/2013,09/30/2013 03:44:52 PM,FedEx,1001913784080002099300796787840930,JH,G060057/0000,1,G,28
09/30/2013,09/30/2013 03:57:37 PM,FedEx,1001867384080002099300873781786050,CIT,G130100/0000,1,G,29
09/30/2013,09/30/2013 03:58:09 PM,FedEx,1001913784080002099300796788160711,PHILLIPS,G110008/0000,1,G,30
09/30/2013,09/30/2013 03:59:00 PM,FedEx,1001867384080002099300803261726913,INSIGHTTRA,Q130877/0000,1,G,31
09/30/2013,09/30/2013 03:59:38 PM,FedEx,1001899984080002099300796786020296,XVIVO,G100104/0000,1,G,32
09/30/2013,09/30/2013 04:00:12 PM,FedEx,1001896384080002099300796790576045,AGA,G990289/0000,1,G,33
09/30/2013,09/30/2013 04:00:50 PM,FedEx,1013562284190002099300876548706035,VASORUM,G110061/0000,1,G,34
09/30/2013,09/30/2013 04:01:49 PM,FedEx,1001912584080002099300796790182830,M SQUARED,G080221/0000,1,G,35
09/30/2013,09/30/2013 04:02:41 PM,FedEx,1001899984080002099300796789729420,PRECISION,Q000000/0000,1,G,36
09/30/2013,09/30/2013 04:03:19 PM,FedEx,1001911984080002099300796793413790,ST.JUDE MED,G060036/0000,1,G,37
09/30/2013,09/30/2013 04:03:51 PM,FedEx,1001913784080002099300796789252458,FLOWONIX,Q000000/0000,1,G,38
09/30/2013,09/30/2013 04:04:47 PM,FedEx,1001911984080002099300796789151893,LIBRA MED,G130108/0000,1,G,39
09/30/2013,09/30/2013 04:05:24 PM,FedEx,1001905183940002099300578438955121,MYRIAD,G130113/0000,1,G,40
09/30/2013,09/30/2013 04:06:06 PM,FedEx,1001908783940002099300577344249075,OSCOR,Q131042/0000,0,G,41
09/30/2013,09/30/2013 04:06:40 PM,FedEx,1001899984080002099300560828330998,MEDTRONIC,Q000000/0000,1,G,42
09/30/2013,09/30/2013 04:07:13 PM,UPS,1z3a21t30175040201,ZOLL,G110137/0000,1,G,43
09/30/2013,09/30/2013 04:07:57 PM,UPS,1zx75w052210022185,BAYCARE,Q131232/0000,1,G,44
09/30/2013,09/30/2013 04:08:34 PM,UPS,1z0585460141514347,BD,Q130778/0000,1,G,45
09/30/2013,09/30/2013 04:09:08 PM,FedEx,1001910584080002099300796789112083,ABBOTT,G030064/0000,0,G,46
09/30/2013,09/30/2013 04:09:49 PM,FedEx,1001910584080002099300796789112083,ABBOTT,G120024/0000,0,G,47
09/30/2013,09/30/2013 04:10:23 PM,FedEx,9612019157347315000309,A LUNG,G100309/0000,1,G,48
09/30/2013,09/30/2013 04:10:54 PM,FedEx,1001891784080002099300796789851080,AMAREX,G000200/0000,0,G,49
09/30/2013,09/30/2013 04:11:49 PM,Other,N/A,WATERBIRTH SOL,Q130283/0000,1,G,50
09/30/2013,09/30/2013 04:12:27 PM,US Postal Service,9114901123086281166159,MICHAEL BRONIATOWSKI,G980179/0000,1,G,51
09/30/2013,09/30/2013 04:24:50 PM,Hogan Lovells,N/A,HOGANS LOVELLS,Q000000/0000,1,G,52
09/30/2013,09/30/2013 04:30:44 PM,FedEx,1001864184220002099300804168978580,YERTIFLEX,M120011/0000,1,P,1
09/30/2013,09/30/2013 04:31:58 PM,FedEx,1001897584080002099300571282476567,ST.JUDE MEDICAL,P950022/0000/0000,1,P,2
09/30/2013,09/30/2013 04:32:40 PM,FedEx,1001911984080002099300796791142156,COOK MEDICAL,P020018/0000/0000,1,P,3
09/30/2013,09/30/2013 04:34:46 PM,FedEx,1001912584080002099300796788826370,INTERSECT,P100044/0000/0000,1,P,4
09/30/2013,09/30/2013 04:35:22 PM,FedEx,1001896384080002099300796793013403,HOLOGIC,P970058/0000/0000,1,P,5
09/30/2013,09/30/2013 04:36:09 PM,FedEx,1001897584080002099300576714494134,GLOBUS MED,P100003/0000/0000,1,P,6
09/30/2013,09/30/2013 04:37:05 PM,FedEx,1001899984080002099300796792151319,CYBERONICS,P970003/0000/0000,1,P,7
09/30/2013,09/30/2013 04:38:19 PM,FedEx,1001913784080002099300796789276293,COOK MED,P900007/0000/0000,1,P,8
09/30/2013,09/30/2013 04:39:10 PM,FedEx,1001891784080002099300560213804973,MEDTRONIC,P870078/0000/0000,1,P,9
09/30/2013,09/30/2013 04:40:09 PM,FedEx,1002239584080002099300802011516667,THORATEC,P060040/0000/0000,1,P,10
09/30/2013,09/30/2013 04:41:06 PM,FedEx,1001897584080002099300796787661770,MEDTRONIC,P100021/0000/0000,1,P,11
09/30/2013,09/30/2013 04:41:48 PM,FedEx,1001897584080002099300796791715777,BOSTON SCIENTIFIC,P090003/0000/0000,0,P,12
09/30/2013,09/30/2013 04:42:46 PM,FedEx,1001897583760002099300796764514315,HEARTWARE,P100047/0000/0000,1,P,13
09/30/2013,09/30/2013 04:43:18 PM,FedEx,1001911984080002099300796791143851,DEPUY,P040023/0000/0000,1,P,14
09/30/2013,09/30/2013 04:43:49 PM,FedEx,1001891784080002099300796788378454,ZIMMER,P060037/0000/0000,1,P,15
09/30/2013,09/30/2013 04:44:46 PM,FedEx,1001897583910002099300796781282644,MEDTRONIC,P990020/0000/0000,1,P,16
09/30/2013,09/30/2013 04:45:47 PM,UPS,1z21f4271390468247,PARADIGM SPINE,P110008/0000/0000,1,P,17
09/30/2013,09/30/2013 04:46:28 PM,FedEx,1001913784080002099300796790185277,OLYMPUS,P870076/0000/0000,1,P,18
09/30/2013,09/30/2013 04:47:03 PM,FedEx,1002261584080002099300802011516689,THORATEC,P920014/0000/0000,1,P,19
09/30/2013,09/30/2013 04:47:34 PM,FedEx,1001912584080002099300796790847595,MEDTRONIC,P860004/0000/0000,1,P,20
09/30/2013,09/30/2013 04:48:25 PM,FedEx,1001910584080002099300578430247535,DEXCOM,P120005/0000/0000,1,P,21
09/30/2013,09/30/2013 04:48:51 PM,FedEx,1001912583910002099300796778172975,MEDTRONIC,P980043/0000/0000,1,P,22
09/30/2013,09/30/2013 04:49:23 PM,FedEx,1001900384060002099300796790176950,ETHICON,P070009/0000/0000,1,P,23
09/30/2013,09/30/2013 04:50:02 PM,FedEx,1027531284220002099300803478796440,DEXCOM,P120005/0000/0000,1,P,24
09/30/2013,09/30/2013 04:50:54 PM,FedEx,1028069384080002099300802990962423,OPHTEC,P030028/0000/0000,1,P,25
09/30/2013,09/30/2013 04:51:31 PM,FedEx,1001891784080002099300796792367633,TRIVASCULAR,P120006/0000/0000,1,P,26
